Starting_gene_symbol	Starting_gene_FBgn	Interacting_gene_symbol	Interacting_gene_FBgn	Interaction_type	Publication_FBrf	source
Vhl	FBgn0041174	Ctr1A	FBgn0062413	suppressible	FBrf0248910	flybase
na	FBgn0002917	Dcr-2	FBgn0034246	enhanceable	FBrf0200691	flybase
cort	FBgn0000351	Cks30A	FBgn0010314	suppressible	FBrf0194687	flybase
arm	FBgn0000117	Arp3	FBgn0262716	suppressible	FBrf0217336	flybase
trc	FBgn0003744	Nurf-38	FBgn0016687	enhanceable	FBrf0256007	flybase
COX5A	FBgn0019624	p53	FBgn0039044	suppressible	FBrf0210063	flybase
Mps1	FBgn0000063	mad2	FBgn0035640	suppressible	FBrf0218626	flybase
nbs	FBgn0261530	mre11	FBgn0020270	enhanceable	FBrf0208278	flybase
Eps-15	FBgn0035060	Su(H)	FBgn0004837	suppressible	FBrf0184155	flybase
osa	FBgn0261885	brm	FBgn0000212	suppressible	FBrf0124978	flybase
Src42A	FBgn0264959	Src64B	FBgn0262733	enhanceable	FBrf0187486	flybase
Src42A	FBgn0264959	Src64B	FBgn0262733	enhanceable	FBrf0221056	flybase
Stat92E	FBgn0016917	Src64B	FBgn0262733	enhanceable	FBrf0221056	flybase
rdgC	FBgn0265959	ninaE	FBgn0002940	suppressible	FBrf0097694	flybase
Itpr	FBgn0010051	Rala	FBgn0015286	suppressible	FBrf0234791	flybase
Cisd	FBgn0062442	Atg8a	FBgn0052672	suppressible	FBrf0258636	flybase
rux	FBgn0003302	ebi	FBgn0263933	enhanceable	FBrf0108171	flybase
hh	FBgn0004644	ci	FBgn0004859	suppressible	FBrf0131292	flybase
Ras85D	FBgn0003205	kay	FBgn0001297	suppressible	FBrf0229785	flybase
scrib	FBgn0263289	kay	FBgn0001297	suppressible	FBrf0229785	flybase
Ets21C	FBgn0005660	kay	FBgn0001297	suppressible	FBrf0229785	flybase
YME1L	FBgn0034792	Dronc	FBgn0026404	suppressible	FBrf0230561	flybase
Rbf	FBgn0015799	E2f1	FBgn0011766	suppressible	FBrf0211700	flybase
Tsc1	FBgn0026317	E2f1	FBgn0011766	suppressible	FBrf0211700	flybase
Raf	FBgn0003079	spen	FBgn0016977	enhanceable	FBrf0131405	flybase
rpr	FBgn0011706	Diap2	FBgn0015247	suppressible	FBrf0085196	flybase
Arp3	FBgn0262716	Cip4	FBgn0035533	enhanceable	FBrf0211075	flybase
Delta	FBgn0000463	CoRest	FBgn0261573	enhanceable	FBrf0217558	flybase
βTub85D	FBgn0003889	mrn	FBgn0261109	enhanceable	FBrf0066557	flybase
Ets21C	FBgn0005660	Eip93F	FBgn0264490	suppressible	FBrf0242573	flybase
tefu	FBgn0045035	mus304	FBgn0002901	enhanceable	FBrf0194327	flybase
ZnT86D	FBgn0037875	Zip102B	FBgn0039902	suppressible	FBrf0227521	flybase
Gαo	FBgn0001122	fz	FBgn0001085	suppressible	FBrf0191444	flybase
hep	FBgn0010303	puc	FBgn0243512	suppressible	FBrf0183864	flybase
Fs(2)Ket	FBgn0262743	RanGAP	FBgn0003346	enhanceable	FBrf0217601	flybase
Ge-1	FBgn0283682	stau	FBgn0003520	enhanceable	FBrf0213914	flybase
Ras85D	FBgn0003205	csw	FBgn0000382	suppressible	FBrf0141548	flybase
gish	FBgn0250823	mwh	FBgn0264272	enhanceable	FBrf0217630	flybase
Slik	FBgn0035001	rhea	FBgn0260442	suppressible	FBrf0243607	flybase
ph-p	FBgn0004861	dom	FBgn0020306	enhanceable	FBrf0134570	flybase
Jra	FBgn0001291	CrebB	FBgn0265784	suppressible	FBrf0147170	flybase
kay	FBgn0001297	CrebB	FBgn0265784	suppressible	FBrf0147170	flybase
PGRP-LF	FBgn0035977	Dredd	FBgn0020381	suppressible	FBrf0204914	flybase
sll	FBgn0038524	hh	FBgn0004644	suppressible	FBrf0160752	flybase
garz	FBgn0264560	Arf1	FBgn0010348	enhanceable	FBrf0218010	flybase
csw	FBgn0000382	rl	FBgn0003256	suppressible	FBrf0190828	flybase
ct	FBgn0004198	SA1	FBgn0020616	suppressible	FBrf0174962	flybase
fz	FBgn0001085	Ras85D	FBgn0003205	enhanceable	FBrf0162001	flybase
Delta	FBgn0000463	RpS3	FBgn0002622	enhanceable	FBrf0041355	flybase
Nep1	FBgn0029843	Bace	FBgn0032049	enhanceable	FBrf0237026	flybase
Nsf2	FBgn0266464	nej	FBgn0261617	suppressible	FBrf0187645	flybase
dome	FBgn0043903	CycA	FBgn0000404	suppressible	FBrf0234404	flybase
sev	FBgn0003366	cnk	FBgn0286070	suppressible	FBrf0105423	flybase
acj6	FBgn0000028	ct	FBgn0004198	enhanceable	FBrf0195086	flybase
Him	FBgn0030900	gro	FBgn0001139	suppressible	FBrf0201412	flybase
H	FBgn0001169	CG8788	FBgn0028955	enhanceable	FBrf0190751	flybase
kon	FBgn0032683	ft	FBgn0001075	suppressible	FBrf0248077	flybase
nmo	FBgn0011817	px	FBgn0003175	enhanceable	FBrf0134745	flybase
Bar	FBgn0000154	Chi	FBgn0013764	suppressible	FBrf0179395	flybase
Wnt5	FBgn0010194	drl	FBgn0015380	enhanceable	FBrf0228474	flybase
Wnt5	FBgn0010194	Drl-2	FBgn0033791	enhanceable	FBrf0228474	flybase
slmb	FBgn0283468	Cul1	FBgn0015509	enhanceable	FBrf0187475	flybase
sd	FBgn0003345	Ncoa6	FBgn0031698	enhanceable	FBrf0226375	flybase
Atg12	FBgn0036255	sqh	FBgn0003514	suppressible	FBrf0213047	flybase
Stat92E	FBgn0016917	dpp	FBgn0000490	suppressible	FBrf0194250	flybase
myo	FBgn0026199	sgg	FBgn0003371	suppressible	FBrf0235961	flybase
upd1	FBgn0004956	CG32982	FBgn0052982	suppressible	FBrf0190752	flybase
Pink1	FBgn0029891	chico	FBgn0024248	suppressible	FBrf0212500	flybase
if	FBgn0001250	Dsor1	FBgn0010269	suppressible	FBrf0152039	flybase
tkv	FBgn0003716	rho	FBgn0004635	suppressible	FBrf0092741	flybase
trc	FBgn0003744	Rac1	FBgn0010333	suppressible	FBrf0180024	flybase
svp	FBgn0003651	Ras85D	FBgn0003205	suppressible	FBrf0076133	flybase
hry	FBgn0001168	egl	FBgn0000562	enhanceable	FBrf0180141	flybase
wg	FBgn0284084	pygo	FBgn0043900	suppressible	FBrf0148960	flybase
baz	FBgn0000163	scrib	FBgn0263289	suppressible	FBrf0211675	flybase
N	FBgn0004647	ebi	FBgn0263933	enhanceable	FBrf0216882	flybase
Pi3K92E	FBgn0015279	Ptp61F	FBgn0267487	enhanceable	FBrf0226348	flybase
Dronc	FBgn0026404	mir-14	FBgn0262447	suppressible	FBrf0158821	flybase
Ras85D	FBgn0003205	bsk	FBgn0000229	suppressible	FBrf0213139	flybase
scrib	FBgn0263289	bsk	FBgn0000229	suppressible	FBrf0213139	flybase
eve	FBgn0000606	grn	FBgn0001138	enhanceable	FBrf0190291	flybase
Snr1	FBgn0011715	Asx	FBgn0261823	suppressible	FBrf0174517	flybase
Chchd3	FBgn0010808	Opa1	FBgn0261276	enhanceable	FBrf0257079	flybase
Dg	FBgn0034072	grh	FBgn0259211	enhanceable	FBrf0205440	flybase
ct	FBgn0004198	Elp4	FBgn0031711	suppressible	FBrf0187644	flybase
S	FBgn0003310	ast	FBgn0015905	suppressible	FBrf0066905	flybase
Mlf	FBgn0034051	lz	FBgn0002576	suppressible	FBrf0217882	flybase
norpA	FBgn0262738	AP-2α	FBgn0264855	suppressible	FBrf0191981	flybase
lola	FBgn0283521	Cam	FBgn0000253	enhanceable	FBrf0241681	flybase
psq	FBgn0263102	Cam	FBgn0000253	enhanceable	FBrf0241681	flybase
Delta	FBgn0000463	Cam	FBgn0000253	enhanceable	FBrf0241681	flybase
sev	FBgn0003366	fray	FBgn0023083	suppressible	FBrf0105879	flybase
Ras85D	FBgn0003205	fray	FBgn0023083	suppressible	FBrf0105879	flybase
DCAF12	FBgn0037980	Dronc	FBgn0026404	suppressible	FBrf0232014	flybase
ac	FBgn0000022	ttk	FBgn0003870	suppressible	FBrf0152198	flybase
Ras85D	FBgn0003205	Ppm1	FBgn0035143	suppressible	FBrf0194379	flybase
Hs6st	FBgn0038755	Papst2	FBgn0036695	enhanceable	FBrf0193270	flybase
Dys	FBgn0260003	uif	FBgn0031879	suppressible	FBrf0205440	flybase
β3GalTII	FBgn0033315	oxt	FBgn0015360	enhanceable	FBrf0204719	flybase
Dcp-1	FBgn0010501	Uba1	FBgn0023143	enhanceable	FBrf0209948	flybase
yki	FBgn0034970	mir-ban	FBgn0262451	suppressible	FBrf0223778	flybase
Zasp66	FBgn0035917	Zasp52	FBgn0265991	enhanceable	FBrf0221051	flybase
Drp1	FBgn0026479	clu	FBgn0034087	suppressible	FBrf0233735	flybase
Ets21C	FBgn0005660	upd3	FBgn0053542	suppressible	FBrf0242573	flybase
hh	FBgn0004644	kn	FBgn0001319	suppressible	FBrf0109132	flybase
Drice	FBgn0019972	rpr	FBgn0011706	enhanceable	FBrf0127334	flybase
Arr2	FBgn0000121	Arr1	FBgn0000120	enhanceable	FBrf0059339	flybase
Sbds	FBgn0035714	eIF6	FBgn0034915	enhanceable	FBrf0250191	flybase
Abl	FBgn0000017	Ptp61F	FBgn0267487	suppressible	FBrf0215460	flybase
Abl	FBgn0000017	Nrt	FBgn0004108	enhanceable	FBrf0127511	flybase
en	FBgn0000577	hth	FBgn0001235	suppressible	FBrf0155722	flybase
Delta	FBgn0000463	S	FBgn0003310	suppressible	FBrf0001812	flybase
Ras85D	FBgn0003205	holn1	FBgn0032250	enhanceable	FBrf0216857	flybase
ais	FBgn0036754	Rrp5	FBgn0039182	enhanceable	FBrf0253580	flybase
park	FBgn0041100	Mul1	FBgn0035483	enhanceable	FBrf0225307	flybase
tacc	FBgn0026620	sub	FBgn0003545	enhanceable	FBrf0188037	flybase
Ras85D	FBgn0003205	E2f1	FBgn0011766	suppressible	FBrf0167548	flybase
scrib	FBgn0263289	E2f1	FBgn0011766	suppressible	FBrf0167548	flybase
Dg	FBgn0034072	robo1	FBgn0005631	suppressible	FBrf0214383	flybase
Ciao1	FBgn0033972	Diap1	FBgn0260635	suppressible	FBrf0245667	flybase
Ret	FBgn0011829	mav	FBgn0039914	enhanceable	FBrf0239915	flybase
l(2)gl	FBgn0002121	yki	FBgn0034970	suppressible	FBrf0221886	flybase
vg	FBgn0003975	yki	FBgn0034970	suppressible	FBrf0221886	flybase
aos	FBgn0004569	E-3c1	FBgn0084094	enhanceable	FBrf0190712	flybase
mod(mdg4)	FBgn0002781	Su(mg)1-2	FBgn0023165	suppressible	FBrf0099893	flybase
SNF4Aγ	FBgn0264357	Bace	FBgn0032049	enhanceable	FBrf0217742	flybase
kibra	FBgn0262127	Diap1	FBgn0260635	suppressible	FBrf0211373	flybase
kibra	FBgn0262127	CycE	FBgn0010382	suppressible	FBrf0211373	flybase
p53	FBgn0039044	lok	FBgn0019686	enhanceable	FBrf0167893	flybase
amos	FBgn0003270	hh	FBgn0004644	suppressible	FBrf0144903	flybase
yki	FBgn0034970	chb	FBgn0021760	enhanceable	FBrf0238801	flybase
CycE	FBgn0010382	mor	FBgn0002783	suppressible	FBrf0151282	flybase
faf	FBgn0005632	Prosβ6	FBgn0002284	suppressible	FBrf0085249	flybase
Prosβ6	FBgn0002284	Atg18a	FBgn0035850	suppressible	FBrf0237484	flybase
Prosβ6	FBgn0002284	mask	FBgn0043884	suppressible	FBrf0237484	flybase
rl	FBgn0003256	corto	FBgn0010313	enhanceable	FBrf0213310	flybase
Polr2A	FBgn0003277	Polr2B	FBgn0262955	suppressible	FBrf0052847	flybase
ap	FBgn0267978	Ssdp	FBgn0011481	enhanceable	FBrf0211594	flybase
Pp2B-14D	FBgn0011826	sgg	FBgn0003371	suppressible	FBrf0222907	flybase
sl	FBgn0003416	Dcr-2	FBgn0034246	enhanceable	FBrf0200691	flybase
Rtca	FBgn0025630	Archease	FBgn0289108	suppressible	FBrf0228534	flybase
para	FBgn0285944	gish	FBgn0250823	suppressible	FBrf0222320	flybase
shg	FBgn0003391	pont	FBgn0040078	enhanceable	FBrf0132031	flybase
E(z)	FBgn0000629	Sce	FBgn0003330	suppressible	FBrf0141551	flybase
fog	FBgn0000719	tor	FBgn0003733	suppressible	FBrf0235984	flybase
if	FBgn0001250	sli	FBgn0264089	enhanceable	FBrf0149077	flybase
smo	FBgn0003444	M(smoDN)K	FBgn0083187	enhanceable	FBrf0188528	flybase
csw::Src64B	FBgn0016791	sty	FBgn0014388	enhanceable	FBrf0190302	flybase
Rac1	FBgn0010333	robo1	FBgn0005631	suppressible	FBrf0180254	flybase
Rac2	FBgn0014011	robo1	FBgn0005631	suppressible	FBrf0180254	flybase
nkd	FBgn0002945	nkd::Mmus\Nkd1	FBgn0086171	suppressible	FBrf0201330	flybase
ct	FBgn0004198	stai	FBgn0266521	suppressible	FBrf0187644	flybase
pbl	FBgn0003041	Rho1	FBgn0014020	suppressible	FBrf0219752	flybase
rpr	FBgn0011706	Usp15-31	FBgn0050421	suppressible	FBrf0236959	flybase
rpr	FBgn0011706	Dronc	FBgn0026404	suppressible	FBrf0236959	flybase
ksr::tor	FBgn0019804	ksr	FBgn0015402	enhanceable	FBrf0131405	flybase
Pink1	FBgn0029891	Miro	FBgn0039140	suppressible	FBrf0220987	flybase
trc	FBgn0003744	Miro	FBgn0039140	suppressible	FBrf0220987	flybase
mir-276b	FBgn0262381	nej	FBgn0261617	suppressible	FBrf0254930	flybase
br	FBgn0283451	E(br)24	FBgn0069448	enhanceable	FBrf0167639	flybase
spn-B	FBgn0003480	trem	FBgn0038767	suppressible	FBrf0213142	flybase
upd1	FBgn0004956	esg	FBgn0287768	suppressible	FBrf0167623	flybase
RhoGAP19D	FBgn0031118	crb	FBgn0259685	suppressible	FBrf0248225	flybase
nbs	FBgn0261530	mei-41	FBgn0004367	enhanceable	FBrf0191425	flybase
v	FBgn0003965	su(sable)	FBgn0003575	suppressible	FBrf0008670	flybase
sesB	FBgn0003360	para	FBgn0285944	suppressible	FBrf0179487	flybase
sd	FBgn0003345	Haspin	FBgn0046706	suppressible	FBrf0246423	flybase
sina	FBgn0003410	msi	FBgn0011666	enhanceable	FBrf0209609	flybase
bw	FBgn0000241	Prp3	FBgn0036915	suppressible	FBrf0211786	flybase
eya	FBgn0000320	so	FBgn0003460	suppressible	FBrf0234214	flybase
Med	FBgn0288966	fuss	FBgn0039932	suppressible	FBrf0219160	flybase
faf	FBgn0005632	eff	FBgn0011217	suppressible	FBrf0112089	flybase
arm	FBgn0000117	p120ctn	FBgn0260799	suppressible	FBrf0155865	flybase
Manf	FBgn0027095	KdelR	FBgn0267330	suppressible	FBrf0233015	flybase
btl	FBgn0285896	skd	FBgn0003415	suppressible	FBrf0187664	flybase
stumps	FBgn0020299	skd	FBgn0003415	suppressible	FBrf0187664	flybase
fng	FBgn0011591	ey	FBgn0005558	enhanceable	FBrf0167947	flybase
Egfr	FBgn0003731	ast	FBgn0015905	enhanceable	FBrf0052884	flybase
ato	FBgn0010433	hh	FBgn0004644	enhanceable	FBrf0127389	flybase
dx	FBgn0000524	M285	FBgn0025576	enhanceable	FBrf0104442	flybase
brm	FBgn0000212	CanA1	FBgn0010015	suppressible	FBrf0241270	flybase
btl	FBgn0285896	kni	FBgn0001320	suppressible	FBrf0187390	flybase
sev::tor	FBgn0014384	drk	FBgn0004638	suppressible	FBrf0082502	flybase
hid	FBgn0003997	Strica	FBgn0033051	suppressible	FBrf0192581	flybase
Bx	FBgn0265598	Cyp6d4	FBgn0039006	enhanceable	FBrf0211594	flybase
inc	FBgn0025394	brp	FBgn0259246	suppressible	FBrf0255209	flybase
Ubqn	FBgn0031057	Vha100-1	FBgn0028671	suppressible	FBrf0241650	flybase
ftz	FBgn0001077	how	FBgn0264491	enhanceable	FBrf0180288	flybase
sNPF-R	FBgn0036934	Pka-R1	FBgn0259243	suppressible	FBrf0219162	flybase
Kr	FBgn0001325	Vha55	FBgn0005671	suppressible	FBrf0104417	flybase
E(z)	FBgn0000629	Mi-2	FBgn0262519	suppressible	FBrf0141551	flybase
pnr	FBgn0003117	EP2433	FBgn0062675	enhanceable	FBrf0147055	flybase
bsk	FBgn0000229	dsh	FBgn0000499	enhanceable	FBrf0192599	flybase
Ten-m	FBgn0004449	Ten-a	FBgn0267001	enhanceable	FBrf0218059	flybase
w	FBgn0003996	E(w<up>a</up>)706	FBgn0020058	enhanceable	FBrf0054964	flybase
tor	FBgn0003733	Ras85D	FBgn0003205	suppressible	FBrf0209466	flybase
wg	FBgn0284084	da	FBgn0267821	enhanceable	FBrf0151912	flybase
rho	FBgn0004635	Egfr	FBgn0003731	enhanceable	FBrf0108778	flybase
Lsd-1	FBgn0039114	Lsd-2	FBgn0030608	enhanceable	FBrf0219622	flybase
rut	FBgn0003301	amn	FBgn0086782	suppressible	FBrf0102808	flybase
TBPH	FBgn0025790	heph	FBgn0011224	enhanceable	FBrf0236460	flybase
Polr2B	FBgn0262955	su(RpII140<up>Z36</up>)S7	FBgn0025121	suppressible	FBrf0103303	flybase
pbl	FBgn0003041	Mlc2	FBgn0002773	enhanceable	FBrf0199094	flybase
asf1	FBgn0029094	osa	FBgn0261885	suppressible	FBrf0152008	flybase
Ras85D	FBgn0003205	Rheb	FBgn0041191	suppressible	FBrf0251933	flybase
dlg1	FBgn0001624	Rheb	FBgn0041191	suppressible	FBrf0251933	flybase
pnut	FBgn0013726	PIP5K59B	FBgn0034789	suppressible	FBrf0252936	flybase
Hers	FBgn0052529	Su(var)3-9	FBgn0263755	enhanceable	FBrf0217607	flybase
dom	FBgn0020306	Tip60	FBgn0026080	enhanceable	FBrf0221645	flybase
H	FBgn0001169	S	FBgn0003310	enhanceable	FBrf0207053	flybase
Delta	FBgn0000463	Ser	FBgn0004197	suppressible	FBrf0187479	flybase
Sos	FBgn0001965	Cdc42	FBgn0010341	enhanceable	FBrf0155484	flybase
baz	FBgn0000163	Septin5	FBgn0026361	enhanceable	FBrf0210449	flybase
H	FBgn0001169	insc	FBgn0011674	enhanceable	FBrf0128367	flybase
bel	FBgn0263231	CycB	FBgn0000405	suppressible	FBrf0232080	flybase
stumps	FBgn0020299	Egfr::htl	FBgn0061210	suppressible	FBrf0141487	flybase
brm	FBgn0000212	osa	FBgn0261885	enhanceable	FBrf0155711	flybase
stj	FBgn0261041	cac	FBgn0263111	suppressible	FBrf0209005	flybase
aop	FBgn0000097	lilli	FBgn0041111	suppressible	FBrf0125429	flybase
Snr1	FBgn0011715	Kpc1	FBgn0038296	suppressible	FBrf0241270	flybase
Rac1	FBgn0010333	nmo	FBgn0011817	suppressible	FBrf0129802	flybase
TrpA1	FBgn0035934	CCKLR-17D3	FBgn0030954	suppressible	FBrf0253326	flybase
hid	FBgn0003997	p53	FBgn0039044	suppressible	FBrf0229178	flybase
Smox	FBgn0025800	DJ-1α	FBgn0033885	suppressible	FBrf0235445	flybase
RanGAP	FBgn0003346	squ	FBgn0267347	enhanceable	FBrf0220990	flybase
Akt	FBgn0010379	Pss	FBgn0287585	suppressible	FBrf0244522	flybase
Sxl	FBgn0264270	Su(Sxl<up>fs</up>)X2	FBgn0029119	suppressible	FBrf0111808	flybase
InR	FBgn0283499	fng	FBgn0011591	suppressible	FBrf0222781	flybase
fmt	FBgn0035688	bsk	FBgn0000229	suppressible	FBrf0235868	flybase
pbl	FBgn0003041	Rok	FBgn0026181	suppressible	FBrf0158812	flybase
sisRNA:2	FBgn0286040	hid	FBgn0003997	enhanceable	FBrf0248641	flybase
mbl	FBgn0265487	Hykk	FBgn0086909	enhanceable	FBrf0210274	flybase
rl	FBgn0003256	tll	FBgn0003720	enhanceable	FBrf0149096	flybase
slbo	FBgn0005638	Blimp-1	FBgn0035625	enhanceable	FBrf0253067	flybase
PDZ-GEF	FBgn0265778	shg	FBgn0003391	suppressible	FBrf0190266	flybase
J	FBgn0001278	RpL27A	FBgn0285948	enhanceable	FBrf0001812	flybase
tup	FBgn0003896	Lim3	FBgn0002023	enhanceable	FBrf0224126	flybase
Smg5	FBgn0019890	Gadd45	FBgn0033153	suppressible	FBrf0239579	flybase
dx	FBgn0000524	Hip1	FBgn0036309	suppressible	FBrf0205766	flybase
aurA	FBgn0000147	numb	FBgn0002973	suppressible	FBrf0194325	flybase
Lar	FBgn0000464	loaf	FBgn0036202	enhanceable	FBrf0249233	flybase
Abca3	FBgn0031170	hpo	FBgn0261456	enhanceable	FBrf0244374	flybase
park	FBgn0041100	hep	FBgn0010303	suppressible	FBrf0188253	flybase
Lam	FBgn0002525	EcR	FBgn0000546	suppressible	FBrf0187393	flybase
Ser	FBgn0004197	rn	FBgn0267337	enhanceable	FBrf0144823	flybase
Cam	FBgn0000253	Ca-α1D	FBgn0001991	suppressible	FBrf0167631	flybase
Pp2B-14D	FBgn0011826	sty	FBgn0014388	suppressible	FBrf0226514	flybase
pnr	FBgn0003117	Iswi	FBgn0011604	enhanceable	FBrf0187487	flybase
CycE	FBgn0010382	arm	FBgn0000117	suppressible	FBrf0180291	flybase
CtBP	FBgn0020496	rpr	FBgn0011706	suppressible	FBrf0238208	flybase
egr	FBgn0033483	rpr	FBgn0011706	suppressible	FBrf0238208	flybase
L	FBgn0288433	CG3308	FBgn0038877	suppressible	FBrf0187660	flybase
w	FBgn0003996	E(GMR-wIR)A28	FBgn0082376	enhanceable	FBrf0174449	flybase
Pcl	FBgn0003044	E(Pc)	FBgn0000581	enhanceable	FBrf0066905	flybase
sd	FBgn0003345	Dcr-2	FBgn0034246	suppressible	FBrf0189910	flybase
Cap-H2	FBgn0037831	Cap-D3	FBgn0051989	suppressible	FBrf0206308	flybase
comt	FBgn0000346	cac	FBgn0263111	enhanceable	FBrf0106406	flybase
DJ-1α	FBgn0033885	Pten	FBgn0026379	enhanceable	FBrf0188284	flybase
hh	FBgn0004644	bi	FBgn0000179	suppressible	FBrf0099019	flybase
stumps	FBgn0020299	Ras85D	FBgn0003205	suppressible	FBrf0108206	flybase
sv	FBgn0005561	ttk	FBgn0003870	enhanceable	FBrf0215342	flybase
erm	FBgn0031375	brm	FBgn0000212	enhanceable	FBrf0224828	flybase
eyg	FBgn0000625	Su(H)	FBgn0004837	suppressible	FBrf0179159	flybase
Pink1	FBgn0029891	Uch	FBgn0010288	suppressible	FBrf0249425	flybase
Pink1	FBgn0029891	Pyk	FBgn0267385	suppressible	FBrf0249425	flybase
Rac1	FBgn0010333	bchs	FBgn0043362	enhanceable	FBrf0179402	flybase
mira	FBgn0021776	Su(Mir)1F2-3	FBgn0264286	suppressible	FBrf0214626	flybase
Dys	FBgn0260003	uif	FBgn0031879	enhanceable	FBrf0214383	flybase
hh	FBgn0004644	sca	FBgn0003326	suppressible	FBrf0155677	flybase
smo	FBgn0003444	E(smoDN)2583	FBgn0083273	enhanceable	FBrf0188528	flybase
ap	FBgn0267978	Diap1	FBgn0260635	suppressible	FBrf0212084	flybase
TkR99D	FBgn0004622	pain	FBgn0060296	suppressible	FBrf0230788	flybase
net	FBgn0002931	osa	FBgn0261885	enhanceable	FBrf0208056	flybase
Smox	FBgn0025800	CR6434	FBgn0036972	suppressible	FBrf0235445	flybase
Psn	FBgn0284421	N	FBgn0004647	suppressible	FBrf0132440	flybase
Ras85D	FBgn0003205	eya	FBgn0000320	enhanceable	FBrf0125429	flybase
sd	FBgn0003345	vg	FBgn0003975	enhanceable	FBrf0167376	flybase
Myc	FBgn0262656	Diap1	FBgn0260635	suppressible	FBrf0229443	flybase
Pc	FBgn0003042	Haspin	FBgn0046706	enhanceable	FBrf0246423	flybase
eg	FBgn0000560	robo2	FBgn0002543	suppressible	FBrf0174592	flybase
Raf	FBgn0003079	Rho1	FBgn0014020	suppressible	FBrf0221420	flybase
RhoGEF2	FBgn0023172	Rho1	FBgn0014020	suppressible	FBrf0221420	flybase
Fmr1	FBgn0028734	CycB	FBgn0000405	suppressible	FBrf0212321	flybase
Capr	FBgn0042134	CycB	FBgn0000405	suppressible	FBrf0212321	flybase
vir	FBgn0003977	mle	FBgn0002774	suppressible	FBrf0085215	flybase
hh	FBgn0004644	ci	FBgn0004859	suppressible	FBrf0109491	flybase
mam	FBgn0002643	sgg	FBgn0003371	enhanceable	FBrf0111904	flybase
eff	FBgn0011217	CycA	FBgn0000404	suppressible	FBrf0125379	flybase
dpp	FBgn0000490	Su(hh)I	FBgn0043566	suppressible	FBrf0131307	flybase
p53	FBgn0039044	hpo	FBgn0261456	suppressible	FBrf0192785	flybase
aos	FBgn0004569	S	FBgn0003310	suppressible	FBrf0089814	flybase
wts	FBgn0011739	Smurf	FBgn0029006	enhanceable	FBrf0227413	flybase
mei-9	FBgn0002707	Ercc1	FBgn0028434	suppressible	FBrf0239714	flybase
pnr	FBgn0003117	tai	FBgn0041092	enhanceable	FBrf0147055	flybase
tor	FBgn0003733	hkb	FBgn0261434	suppressible	FBrf0158996	flybase
ci	FBgn0004859	en	FBgn0000577	enhanceable	FBrf0078924	flybase
gish	FBgn0250823	nmo	FBgn0011817	suppressible	FBrf0218210	flybase
Desat1	FBgn0086687	qtc	FBgn0028572	enhanceable	FBrf0217343	flybase
rho	FBgn0004635	dpp	FBgn0000490	suppressible	FBrf0091302	flybase
Myc	FBgn0262656	sc	FBgn0004170	suppressible	FBrf0212913	flybase
Cdc27	FBgn0012058	tws	FBgn0004889	enhanceable	FBrf0162197	flybase
smo	FBgn0003444	E(smoDN)1551	FBgn0083305	enhanceable	FBrf0188528	flybase
Rbf	FBgn0015799	sqd	FBgn0263396	enhanceable	FBrf0207978	flybase
Diedel	FBgn0039666	key	FBgn0041205	suppressible	FBrf0230779	flybase
NetA	FBgn0015773	Sema2a	FBgn0011260	suppressible	FBrf0102605	flybase
lap	FBgn0086372	XNP	FBgn0039338	enhanceable	FBrf0194564	flybase
fzr	FBgn0262699	CG10996	FBgn0030525	suppressible	FBrf0237532	flybase
ptc	FBgn0003892	smo	FBgn0003444	suppressible	FBrf0208902	flybase
aos	FBgn0004569	Pi3K68D	FBgn0015278	enhanceable	FBrf0167897	flybase
dgo	FBgn0086898	CG31687	FBgn0051687	enhanceable	FBrf0218210	flybase
ds	FBgn0284247	wap	FBgn0266848	suppressible	FBrf0222935	flybase
COX5B	FBgn0031830	Wwox	FBgn0031972	enhanceable	FBrf0229860	flybase
w	FBgn0003996	ph-p	FBgn0004861	suppressible	FBrf0167457	flybase
Bx	FBgn0265598	lilli	FBgn0041111	suppressible	FBrf0202749	flybase
ap	FBgn0267978	Ser	FBgn0004197	suppressible	FBrf0123138	flybase
Ras85D	FBgn0003205	CPT2	FBgn0035383	enhanceable	FBrf0256831	flybase
sty	FBgn0014388	sina	FBgn0003410	suppressible	FBrf0108521	flybase
Diap1	FBgn0260635	Dark	FBgn0263864	suppressible	FBrf0147000	flybase
hid	FBgn0003997	Dark	FBgn0263864	suppressible	FBrf0147000	flybase
Bx	FBgn0265598	Su(Tpl)	FBgn0014037	enhanceable	FBrf0202749	flybase
f	FBgn0262111	su(f)	FBgn0003559	suppressible	unattributed	flybase
Ncc69	FBgn0036279	fray	FBgn0023083	suppressible	FBrf0253018	flybase
smo	FBgn0003444	E(smoDN)1333	FBgn0083314	enhanceable	FBrf0188528	flybase
Rab35	FBgn0031090	Rab27	FBgn0025382	enhanceable	FBrf0252572	flybase
Ptp52F	FBgn0034085	Ptp10D	FBgn0004370	enhanceable	FBrf0205151	flybase
Ptp52F	FBgn0034085	Ptp4E	FBgn0004368	enhanceable	FBrf0205151	flybase
Dref	FBgn0015664	HP6	FBgn0031613	suppressible	FBrf0207590	flybase
eas	FBgn0000536	Mdr65	FBgn0004513	suppressible	FBrf0223471	flybase
Ras85D	FBgn0003205	βggt-I	FBgn0015000	suppressible	FBrf0087493	flybase
