Starting_gene_symbol	Starting_gene_FBgn	Interacting_gene_symbol	Interacting_gene_FBgn	Interaction_type	Publication_FBrf
E(z)	FBgn0000629	Psc	FBgn0005624	enhanceable	FBrf0141551
E2f1	FBgn0011766	trx	FBgn0003862	suppressible	FBrf0220353
Pld	FBgn0286511	Plc21C	FBgn0004611	suppressible	FBrf0247514
N	FBgn0004647	Su(H)	FBgn0004837	suppressible	FBrf0090844
gwl	FBgn0260399	tws	FBgn0004889	suppressible	FBrf0219186
Shrm	FBgn0085408	chic	FBgn0000308	suppressible	FBrf0247989
smi27E	FBgn0016928	Pino	FBgn0016926	enhanceable	FBrf0102310
Ptpmeg	FBgn0261985	scc	FBgn0045037	suppressible	FBrf0195205
TkR99D	FBgn0004622	CG17760	FBgn0033756	suppressible	FBrf0230788
mus304	FBgn0002901	PolA1	FBgn0259113	enhanceable	FBrf0127025
Gyc76C	FBgn0266136	Ras85D	FBgn0003205	suppressible	FBrf0244846
lncRNA:roX1	FBgn0019661	msl-2|msl-1	FBgn0005616|FBgn0005617	suppressible	FBrf0159696
edl	FBgn0023214	pnt	FBgn0003118	suppressible	FBrf0180485
Pkn	FBgn0020621	cpb	FBgn0011570	suppressible	FBrf0226238
ct	FBgn0004198	E(z)	FBgn0000629	suppressible	FBrf0090696
Egfr	FBgn0003731	hh	FBgn0004644	enhanceable	FBrf0190765
bwk	FBgn0004884	BicC	FBgn0000182	enhanceable	FBrf0167514
stumps	FBgn0020299	Ras85D	FBgn0003205	suppressible	FBrf0105885
Blimp-1	FBgn0035625	Src42A	FBgn0264959	suppressible	FBrf0231038
shg	FBgn0003391	p120ctn	FBgn0260799	enhanceable	FBrf0155865
csw	FBgn0000382	dos	FBgn0016794	enhanceable	FBrf0088202
N	FBgn0004647	Delta	FBgn0000463	suppressible	FBrf0057371
ebi	FBgn0263933	Delta	FBgn0000463	enhanceable	FBrf0151813
N	FBgn0004647	E(nd)195	FBgn0013936	enhanceable	FBrf0078658
yki	FBgn0034970	syd	FBgn0024187	suppressible	FBrf0247383
X11L	FBgn0026313	X11Lβ	FBgn0052677	enhanceable	FBrf0221508
Nmnat	FBgn0039254	drpr	FBgn0027594	suppressible	FBrf0252467
chic	FBgn0000308	Fmr1	FBgn0028734	suppressible	FBrf0187329
Myc	FBgn0262656	Max	FBgn0017578	suppressible	FBrf0208289
csw::Src64B	FBgn0016791	dos	FBgn0016794	suppressible	FBrf0088202
mir-308	FBgn0262407	Myc	FBgn0262656	suppressible	FBrf0220584
mir-958	FBgn0262249	dpp	FBgn0000490	suppressible	FBrf0249061
dome	FBgn0043903	en	FBgn0000577	suppressible	FBrf0234404
lok	FBgn0019686	CG6961	FBgn0030959	suppressible	FBrf0207160
Delta	FBgn0000463	Ide	FBgn0001247	enhanceable	FBrf0241681
Src64B	FBgn0262733	Btk	FBgn0003502	enhanceable	FBrf0187382
ey	FBgn0005558	wg	FBgn0284084	suppressible	FBrf0175004
dpp	FBgn0000490	pelo	FBgn0011207	suppressible	FBrf0190332
Src42A	FBgn0264959	Stat92E	FBgn0016917	suppressible	FBrf0228263
dnc	FBgn0000479	amn	FBgn0086782	suppressible	FBrf0081985
Ppt1	FBgn0030057	fs(1)N	FBgn0004650	enhanceable	FBrf0201672
Psc	FBgn0005624	psq	FBgn0263102	enhanceable	FBrf0155950
Abp1	FBgn0036372	SCAR	FBgn0041781	suppressible	FBrf0219688
Dora	FBgn0085430	SCAR	FBgn0041781	enhanceable	FBrf0254181
ftz-f1	FBgn0001078	Idh3b	FBgn0038922	suppressible	FBrf0155496
ptc	FBgn0003892	wg	FBgn0284084	suppressible	FBrf0187379
numb	FBgn0002973	brm	FBgn0000212	enhanceable	FBrf0224828
peb	FBgn0003053	l(2)k00605b	FBgn0022267	suppressible	FBrf0180294
Dsp1	FBgn0278608	ash1	FBgn0005386	enhanceable	FBrf0132331
Gαi	FBgn0001104	pins	FBgn0040080	suppressible	FBrf0155600
Delta	FBgn0000463	ed	FBgn0000547	enhanceable	FBrf0167515
Fas2	FBgn0000635	bsk	FBgn0000229	enhanceable	FBrf0230342
gig	FBgn0005198	path	FBgn0036007	suppressible	FBrf0187461
clu	FBgn0034087	Pink1	FBgn0029891	suppressible	FBrf0233735
f	FBgn0262111	su(f)	FBgn0003559	suppressible	FBrf0087710
hpo	FBgn0261456	Ncoa6	FBgn0031698	suppressible	FBrf0226375
RpS23	FBgn0033912	Rheb	FBgn0041191	enhanceable	FBrf0248082
Ras85D	FBgn0003205	Egfr	FBgn0003731	enhanceable	FBrf0139680
jus	FBgn0039647	SLO2	FBgn0261698	enhanceable	FBrf0251724
Dronc	FBgn0026404	Strica	FBgn0033051	enhanceable	FBrf0212368
ple	FBgn0005626	Ddc	FBgn0000422	suppressible	FBrf0102773
bgcn	FBgn0004581	zpg	FBgn0024177	suppressible	FBrf0167524
sha	FBgn0003382	Vang	FBgn0015838	enhanceable	FBrf0190766
br	FBgn0283451	zip	FBgn0287873	enhanceable	FBrf0174477
grass	FBgn0039494	psh	FBgn0030926	enhanceable	FBrf0207060
Actn	FBgn0000667	Mlp84B	FBgn0014863	enhanceable	FBrf0222192
Su(H)	FBgn0004837	E(Egfr)C12	FBgn0023223	suppressible	FBrf0099460
MFS10	FBgn0030452	PXo	FBgn0035649	enhanceable	FBrf0256600
cv-c	FBgn0285955	Rho1	FBgn0014020	suppressible	FBrf0238382
park	FBgn0041100	Marf	FBgn0029870	suppressible	FBrf0206104
Ca-α1D	FBgn0001991	cac	FBgn0263111	enhanceable	FBrf0221870
pbl	FBgn0003041	apt	FBgn0015903	suppressible	FBrf0199094
Ret	FBgn0011829	mew|mys	FBgn0004456|FBgn0004657	suppressible	FBrf0228103
ninaE	FBgn0002940	bsk	FBgn0000229	suppressible	FBrf0224179
dpp	FBgn0000490	bsk	FBgn0000229	suppressible	FBrf0217104
twi	FBgn0003900	wts	FBgn0011739	suppressible	FBrf0252497
Mtl	FBgn0039532	aos	FBgn0004569	enhanceable	FBrf0200938
RpS3|yki	FBgn0002622|FBgn0034970	bsk	FBgn0000229	suppressible	FBrf0249612
cnk	FBgn0286070	aop	FBgn0000097	suppressible	FBrf0130193
Smox	FBgn0025800	stg	FBgn0003525	suppressible	FBrf0235445
Ppt1	FBgn0030057	Syt1	FBgn0004242	suppressible	FBrf0201672
bw	FBgn0000241	Mod(Prat:bw)3-12	FBgn0067874	suppressible	FBrf0162143
nmo	FBgn0011817	pan	FBgn0085432	suppressible	FBrf0134745
park	FBgn0041100	Ucp4A	FBgn0030872	suppressible	FBrf0226914
osi	FBgn0040985	wal	FBgn0010516	suppressible	FBrf0254799
fzr	FBgn0262699	Snoo	FBgn0085450	suppressible	FBrf0237532
park	FBgn0041100	Fer2	FBgn0038402	suppressible	FBrf0252959
jus	FBgn0039647	cac	FBgn0263111	suppressible	FBrf0230696
Ras85D|l(2)gl	FBgn0003205|FBgn0002121	Src64B	FBgn0262733	suppressible	FBrf0223021
mbl	FBgn0265487	CG15435	FBgn0031608	enhanceable	FBrf0210274
pnr	FBgn0003117	EP646	FBgn0062644	suppressible	FBrf0147055
sn	FBgn0003447	f	FBgn0262111	enhanceable	FBrf0180507
Abl	FBgn0000017	ena	FBgn0000578	suppressible	FBrf0141596
Antp	FBgn0260642	Taf3	FBgn0026262	enhanceable	FBrf0205311
mTor	FBgn0021796	hppy	FBgn0263395	suppressible	FBrf0212911
shn	FBgn0003396	brk	FBgn0024250	suppressible	FBrf0129962
slpr	FBgn0030018	bsk	FBgn0000229	enhanceable	FBrf0193269
hid	FBgn0003997	rpr	FBgn0011706	suppressible	FBrf0211820
fzr	FBgn0262699	KP78b	FBgn0026063	suppressible	FBrf0237532
DCTN1-p150	FBgn0001108	sw	FBgn0003654	suppressible	FBrf0134753
w	FBgn0003996	e(y)3	FBgn0087008	enhanceable	FBrf0080045
hid	FBgn0003997	Vps25	FBgn0022027	suppressible	FBrf0206508
cpx	FBgn0041605	para	FBgn0285944	enhanceable	FBrf0249540
apt	FBgn0015903	Stat92E	FBgn0016917	suppressible	FBrf0204922
nej	FBgn0261617	rho	FBgn0004635	enhanceable	FBrf0190701
N	FBgn0004647	eyg	FBgn0000625	suppressible	FBrf0179159
spz	FBgn0003495	cic	FBgn0262582	suppressible	FBrf0141486
bw	FBgn0000241	Mod(Prat:bw)3-1	FBgn0067877	enhanceable	FBrf0162143
cGlr1	FBgn0034047	cGlr2	FBgn0050424	enhanceable	FBrf0250901
ct	FBgn0004198	Psc	FBgn0005624	suppressible	FBrf0187644
yki	FBgn0034970	Incenp	FBgn0260991	enhanceable	FBrf0238801
dor	FBgn0000482	detr	FBgn0029911	suppressible	FBrf0258794
csw	FBgn0000382	Mad	FBgn0011648	suppressible	FBrf0190828
tow	FBgn0035719	Rok	FBgn0026181	suppressible	FBrf0202398
Ca-β	FBgn0287724	Dronc	FBgn0026404	enhanceable	FBrf0221870
dsh	FBgn0000499	pk	FBgn0003090	suppressible	FBrf0148922
Seipin	FBgn0040336	SERCA	FBgn0263006	suppressible	FBrf0224947
w	FBgn0003996	pho	FBgn0002521	suppressible	FBrf0125319
wupA	FBgn0283471	Mhc	FBgn0264695	suppressible	FBrf0174929
Pc	FBgn0003042	eff	FBgn0011217	enhanceable	FBrf0141543
Pink1	FBgn0029891	Miro	FBgn0039140	enhanceable	FBrf0217671
norpA	FBgn0262738	Arr2	FBgn0000121	suppressible	FBrf0191981
sc	FBgn0004170	Rel	FBgn0014018	enhanceable	FBrf0210269
hop	FBgn0004864	upd1	FBgn0004956	suppressible	FBrf0252589
mir-31a	FBgn0262416	Rchy1	FBgn0031816	suppressible	FBrf0235434
sra	FBgn0086370	Diap1	FBgn0260635	suppressible	FBrf0231143
D	FBgn0000411	vvl	FBgn0086680	enhanceable	FBrf0104903
Zip71B	FBgn0036461	Zip99C	FBgn0039714	suppressible	FBrf0227521
Mnat9	FBgn0039859	wts	FBgn0011739	enhanceable	FBrf0252580
PGRP-LB	FBgn0037906	PGRP-LE	FBgn0030695	suppressible	FBrf0238078
gig	FBgn0005198	Madm	FBgn0027497	suppressible	FBrf0230220
dsh	FBgn0000499	bsk	FBgn0000229	suppressible	FBrf0111453
fz	FBgn0001085	nkd	FBgn0002945	suppressible	FBrf0135776
tn	FBgn0265356	ERR	FBgn0035849	suppressible	FBrf0245260
rl	FBgn0003256	Plzf	FBgn0032401	enhanceable	FBrf0218378
lncRNA:roX1	FBgn0019661	lncRNA:roX2	FBgn0019660	suppressible	FBrf0144850
hep|Pvr	FBgn0010303|FBgn0032006	kay	FBgn0001297	suppressible	FBrf0201428
tay	FBgn0260938	rho	FBgn0004635	enhanceable	FBrf0223725
fra	FBgn0011592	robo1	FBgn0005631	enhanceable	FBrf0234009
Cdc42	FBgn0010341	Eip78C	FBgn0004865	enhanceable	FBrf0187664
mamo	FBgn0267033	nej	FBgn0261617	enhanceable	FBrf0247674
Ras85D	FBgn0003205	EY3-5	FBgn0026440	enhanceable	FBrf0125429
cib	FBgn0026084	chic	FBgn0000308	enhanceable	FBrf0129736
Dad1	FBgn0263852	hep	FBgn0010303	suppressible	FBrf0234005
Tak1	FBgn0026323	msn	FBgn0010909	suppressible	FBrf0135880
arm	FBgn0000117	ovo	FBgn0003028	suppressible	FBrf0110515
Ras85D	FBgn0003205	Mkp3	FBgn0036844	enhanceable	FBrf0167896
CkIIα	FBgn0264492	orb	FBgn0004882	enhanceable	FBrf0216252
N	FBgn0004647	mam	FBgn0002643	enhanceable	FBrf0090844
tor	FBgn0003733	Ras85D	FBgn0003205	suppressible	FBrf0058535
robo2	FBgn0002543	Sdc	FBgn0010415	enhanceable	FBrf0216287
foxo	FBgn0038197	osa	FBgn0261885	suppressible	FBrf0256295
Pp2B-14D	FBgn0011826	CE2-2	FBgn0063647	enhanceable	FBrf0149012
Mtl	FBgn0039532	pk	FBgn0003090	enhanceable	FBrf0200938
ap	FBgn0267978	ap::Lim3	FBgn0026267	suppressible	FBrf0104899
Myc|ref(2)P	FBgn0262656|FBgn0003231	cnc	FBgn0262975	suppressible	FBrf0222430
trc	FBgn0003744	Pfk	FBgn0003071	enhanceable	FBrf0256007
sta|Hrs	FBgn0003517|FBgn0031450	rush	FBgn0025381	suppressible	FBrf0217308
hb	FBgn0001180	bcd	FBgn0000166	enhanceable	FBrf0126823
N	FBgn0004647	shams	FBgn0039273	suppressible	FBrf0221767
Kdm5	FBgn0031759	Stat92E	FBgn0016917	suppressible	FBrf0230112
pelo	FBgn0011207	HBS1	FBgn0042712	enhanceable	FBrf0241666
aPKC	FBgn0261854	numb	FBgn0002973	enhanceable	FBrf0206088
pnr	FBgn0003117	l(3)L0539	FBgn0024531	enhanceable	FBrf0147055
mam	FBgn0002643	Sin3A	FBgn0022764	enhanceable	FBrf0202064
w	FBgn0003996	ph-p	FBgn0004861	suppressible	FBrf0190550
Syx1A	FBgn0013343	EP2	FBgn0083241	suppressible	FBrf0188513
Ras85D	FBgn0003205	Ilp5	FBgn0044048	suppressible	FBrf0256831
smo	FBgn0003444	E(smoDN)786	FBgn0083262	enhanceable	FBrf0188528
Osbp	FBgn0020626	CG33298	FBgn0032120	suppressible	FBrf0217992
mud	FBgn0002873	pros	FBgn0004595	suppressible	FBrf0208429
RhoGAP100F	FBgn0039883	Liprin-α	FBgn0046704	suppressible	FBrf0220236
ovo	FBgn0003028	ovo::Bole\ovo	FBgn0067670	suppressible	FBrf0160672
N	FBgn0004647	dpn	FBgn0010109	suppressible	FBrf0213150
HDAC1|ttk	FBgn0015805|FBgn0003870	Mi-2	FBgn0262519	enhanceable	FBrf0141519
egr	FBgn0033483	spoon	FBgn0263987	enhanceable	FBrf0256869
Ret	FBgn0011829	Fak	FBgn0020440	suppressible	FBrf0236917
PGRP-LE	FBgn0030695	Rel	FBgn0014018	suppressible	FBrf0251689
Imp	FBgn0285926	E2f1	FBgn0011766	enhanceable	FBrf0205043
LamC	FBgn0010397	Keap1	FBgn0038475	enhanceable	FBrf0238857
aop	FBgn0000097	ttk	FBgn0003870	enhanceable	FBrf0086690
ttk|hry	FBgn0003870|FBgn0001168	sc	FBgn0004170	suppressible	FBrf0152198
Egfr	FBgn0003731	Ras64B	FBgn0003206	suppressible	FBrf0245527
Cip4	FBgn0035533	SCAR	FBgn0041781	enhanceable	FBrf0209286
Raf	FBgn0003079	ER3-5	FBgn0016647	enhanceable	FBrf0087493
arm	FBgn0000117	bsk	FBgn0000229	suppressible	FBrf0242372
smo	FBgn0003444	E(smoDN)198	FBgn0083294	enhanceable	FBrf0188528
aos	FBgn0004569	Gug	FBgn0010825	suppressible	FBrf0190100
Vhl	FBgn0041174	cnc	FBgn0262975	suppressible	FBrf0248910
qua	FBgn0003187	spoon	FBgn0263987	suppressible	FBrf0201515
dj-1β	FBgn0039802	Daxx	FBgn0031820	suppressible	FBrf0221314
Smox	FBgn0025800	babo	FBgn0011300	suppressible	FBrf0246232
ninaE	FBgn0002940	Lpt	FBgn0263667	suppressible	FBrf0257128
ct	FBgn0004198	brm	FBgn0000212	suppressible	FBrf0187644
Ras85D	FBgn0003205	Pten	FBgn0026379	enhanceable	FBrf0206710
Nf1	FBgn0015269	nAChRα6	FBgn0032151	enhanceable	FBrf0223429
rhea	FBgn0260442	if	FBgn0001250	suppressible	FBrf0193338
rpr	FBgn0011706	Diap1	FBgn0260635	suppressible	FBrf0151953
Dronc	FBgn0026404	Diap1	FBgn0260635	suppressible	FBrf0132365
sisA	FBgn0003411	E(Sxl)	FBgn0015694	enhanceable	FBrf0086020
grim	FBgn0015946	Diap1	FBgn0260635	suppressible	FBrf0167712
ph-p	FBgn0004861	rept	FBgn0040075	enhanceable	FBrf0193464
Delta	FBgn0000463	E(Delta)9P39.8	FBgn0010021	enhanceable	FBrf0057610
L	FBgn0288433	ras	FBgn0003204	suppressible	FBrf0187660
Pka-C1	FBgn0000273	Su(fu)	FBgn0005355	enhanceable	FBrf0105900
Ras85D	FBgn0003205	chb	FBgn0021760	suppressible	FBrf0131317
spz5	FBgn0035379	Vap33	FBgn0029687	suppressible	FBrf0236611
hh	FBgn0004644	Pka-C1	FBgn0000273	suppressible	FBrf0127415
Raf	FBgn0003079	Egfr	FBgn0003731	enhanceable	FBrf0131405
Shrm	FBgn0085408	trio	FBgn0024277	suppressible	FBrf0247989
shg	FBgn0003391	dgo	FBgn0086898	enhanceable	FBrf0191998
Appl	FBgn0000108	Dscam1	FBgn0033159	enhanceable	FBrf0257601
Dso2	FBgn0067905	Dso1	FBgn0040653	suppressible	FBrf0244753
hop	FBgn0004864	ecd	FBgn0000543	suppressible	FBrf0144807
yki	FBgn0034970	vg	FBgn0003975	suppressible	FBrf0204632
Lpt	FBgn0263667	Dcr-2	FBgn0034246	enhanceable	FBrf0222012
mi	FBgn0261786	mir-284	FBgn0262383	suppressible	FBrf0217517
Dys	FBgn0260003	l(2)k09848	FBgn0284246	suppressible	FBrf0205440
mirr	FBgn0014343	fng	FBgn0011591	suppressible	FBrf0112091
Jra|kay	FBgn0001291|FBgn0001297	Sdc	FBgn0010415	suppressible	FBrf0207092
hop	FBgn0004864	CycE	FBgn0010382	suppressible	FBrf0155684
Pka-R1	FBgn0259243	Pka-C1	FBgn0000273	suppressible	FBrf0174558
spn-A	FBgn0003479	PolQ	FBgn0002905	suppressible	FBrf0235770
Seipin	FBgn0040336	Cds	FBgn0010350	suppressible	FBrf0213596
cact	FBgn0000250	dl	FBgn0260632	enhanceable	FBrf0132288
yki	FBgn0034970	sd	FBgn0003345	suppressible	FBrf0229775
Nab2	FBgn0028471	Pabp2	FBgn0005648	enhanceable	FBrf0214553
robo1	FBgn0005631	robo2	FBgn0002543	enhanceable	FBrf0132431
Alg9	FBgn0039293	grnd	FBgn0032682	suppressible	FBrf0239133
egr	FBgn0033483	grnd	FBgn0032682	suppressible	FBrf0228803
aop	FBgn0000097	EY3-5	FBgn0026440	enhanceable	FBrf0125429
SAK	FBgn0026371	Sas-4	FBgn0011020	suppressible	FBrf0213223
mam	FBgn0002643	RpL13A	FBgn0037351	suppressible	FBrf0190498
sfl	FBgn0020251	Hs2st	FBgn0024230	suppressible	FBrf0213406
Egfr	FBgn0003731	brm	FBgn0000212	suppressible	FBrf0211319
Delta	FBgn0000463	ci	FBgn0004859	enhanceable	FBrf0221556
wg	FBgn0284084	slp2	FBgn0004567	suppressible	FBrf0122964
Pink1|Tsf1	FBgn0029891|FBgn0022355	mfrn	FBgn0039561	enhanceable	FBrf0252834
tkv	FBgn0003716	Lis-1	FBgn0015754	suppressible	FBrf0212350
dom	FBgn0020306	Hel89B	FBgn0022787	enhanceable	FBrf0230159
Gli	FBgn0001987	bsk	FBgn0000229	suppressible	FBrf0212409
Csk	FBgn0262081	tsr	FBgn0011726	suppressible	FBrf0225132
Pc	FBgn0003042	l(3)80Fj	FBgn0287182	suppressible	FBrf0134775
ry	FBgn0003308	w	FBgn0003996	enhanceable	FBrf0147069
Tom40	FBgn0016041	Syx17	FBgn0035540	enhanceable	FBrf0239838
Rbf	FBgn0015799	lilli	FBgn0041111	enhanceable	FBrf0221645
peb	FBgn0003053	puc	FBgn0243512	suppressible	FBrf0180294
sra	FBgn0086370	Pp2B-14D	FBgn0011826	suppressible	FBrf0215272
Ptp61F	FBgn0267487	Stat92E	FBgn0016917	suppressible	FBrf0220991
tefu	FBgn0045035	Mekk1	FBgn0024329	enhanceable	FBrf0204663
Sema1a	FBgn0011259	sfl	FBgn0020251	enhanceable	FBrf0219528
w	FBgn0003996	kis	FBgn0266557	enhanceable	FBrf0167457
trr	FBgn0023518	kis	FBgn0266557	enhanceable	FBrf0242428
CYLD	FBgn0032210	Tak1	FBgn0026323	suppressible	FBrf0200559
Gr63a|Ir64a	FBgn0035468|FBgn0035604	Gr21a	FBgn0041250	suppressible	FBrf0212455
hop	FBgn0004864	Socs44A	FBgn0033266	suppressible	FBrf0179958
Rgk1	FBgn0264753	dnc	FBgn0000479	enhanceable	FBrf0235693
Bace	FBgn0032049	Appl	FBgn0000108	suppressible	FBrf0219983
wake	FBgn0266418	brp	FBgn0259246	suppressible	FBrf0255209
Ras85D|l(2)gl	FBgn0003205|FBgn0002121	wupA	FBgn0283471	enhanceable	FBrf0234419
scrib	FBgn0263289	bsk	FBgn0000229	suppressible	FBrf0188278
Abd-B	FBgn0000015	trx	FBgn0003862	suppressible	FBrf0093606
Eaat1	FBgn0026439	GluRIID	FBgn0028422	suppressible	FBrf0243117
hng1	FBgn0034599	hng3	FBgn0035160	enhanceable	FBrf0224045
z|w	FBgn0004050|FBgn0003996	e(y)2	FBgn0000618	enhanceable	FBrf0080045
per	FBgn0003068	dco	FBgn0002413	suppressible	FBrf0138449
trx|brm	FBgn0003862|FBgn0000212	esc	FBgn0000588	suppressible	FBrf0129826
Dref	FBgn0015664	mor	FBgn0002783	suppressible	FBrf0215889
kay	FBgn0001297	Jra	FBgn0001291	enhanceable	FBrf0098878
foxo	FBgn0038197	Gycα99B	FBgn0013972	suppressible	FBrf0217639
Antp	FBgn0260642	Pc	FBgn0003042	enhanceable	FBrf0016599
Su(H)	FBgn0004837	H	FBgn0001169	suppressible	FBrf0136838
M(3)99E	FBgn0002627	E(M99E)	FBgn0005031	enhanceable	unattributed
fng	FBgn0011591	toe	FBgn0036285	suppressible	FBrf0167947
lok	FBgn0019686	grp	FBgn0261278	enhanceable	FBrf0207129
dom	FBgn0020306	tws	FBgn0004889	enhanceable	FBrf0221645
faf	FBgn0005632	lqf	FBgn0028582	suppressible	FBrf0127031
rb	FBgn0003210	aux	FBgn0037218	enhanceable	FBrf0210495
Rho1	FBgn0014020	Cdc37	FBgn0011573	suppressible	FBrf0080078
dom	FBgn0020306	HDAC1	FBgn0015805	suppressible	FBrf0230159
dysf	FBgn0039411	hop	FBgn0004864	suppressible	FBrf0254019
pbl	FBgn0003041	flr	FBgn0260049	suppressible	FBrf0199094
Pi3K92E|btl::Egfr	FBgn0015279|FBgn0022739	arm|fz	FBgn0000117|FBgn0001085	suppressible	FBrf0244419
E(spl)m4-BFM	FBgn0002629	E(spl)mα-BFM	FBgn0002732	enhanceable	FBrf0111325
ato	FBgn0010433	ro	FBgn0003267	enhanceable	FBrf0127389
hppy	FBgn0263395	Akt	FBgn0010379	enhanceable	FBrf0212911
α-Spec	FBgn0250789	β-Spec	FBgn0250788	enhanceable	FBrf0191925
SkpA	FBgn0025637	kay	FBgn0001297	suppressible	FBrf0225403
w	FBgn0003996	loqs	FBgn0032515	suppressible	FBrf0209625
14-3-3ε	FBgn0020238	par-1	FBgn0260934	enhanceable	FBrf0151902
Nsf2	FBgn0266464	GS5246	FBgn0263073	suppressible	FBrf0187645
DAAM	FBgn0025641	Btk	FBgn0003502	enhanceable	FBrf0190308
Nlg4	FBgn0083975	Rdl	FBgn0004244	suppressible	FBrf0222852
pbl	FBgn0003041	Dlc90F	FBgn0024432	suppressible	FBrf0199094
ash1	FBgn0005386	htt	FBgn0027655	enhanceable	FBrf0227101
H	FBgn0001169	ckd	FBgn0035427	suppressible	FBrf0190751
LKRSDH	FBgn0286198	EcR	FBgn0000546	suppressible	FBrf0205793
hop	FBgn0004864	Hipk	FBgn0035142	suppressible	FBrf0244428
dpp	FBgn0000490	ey	FBgn0005558	enhanceable	FBrf0125176
rib	FBgn0003254	Moe	FBgn0011661	suppressible	FBrf0207321
hid	FBgn0003997	Dronc	FBgn0026404	suppressible	FBrf0190910
fz2	FBgn0016797	Wnk	FBgn0037098	enhanceable	FBrf0222370
ksr::tor	FBgn0019804	aop	FBgn0000097	suppressible	FBrf0131405
Pvr	FBgn0032006	Tie	FBgn0014073	enhanceable	FBrf0190227
flw	FBgn0000711	RhoGEF2	FBgn0023172	suppressible	FBrf0180501
ultA	FBgn0045034	trc	FBgn0003744	enhanceable	FBrf0147064
RpS21	FBgn0015521	sta	FBgn0003517	enhanceable	FBrf0107375
hpo	FBgn0261456	wts	FBgn0011739	suppressible	FBrf0191261
Sodh1|Sodh2	FBgn0024289|FBgn0022359	Mondo	FBgn0032940	suppressible	FBrf0253831
Vps35	FBgn0034708	ptc	FBgn0003892	suppressible	FBrf0240088
hep	FBgn0010303	bsk	FBgn0000229	suppressible	FBrf0190722
arm	FBgn0000117	α-Cat::shg	FBgn0266997	suppressible	FBrf0222281
SH3PX1	FBgn0040475	Ets21C	FBgn0005660	suppressible	FBrf0242427
Wdfy2	FBgn0032246	Lkb1	FBgn0038167	enhanceable	FBrf0237370
Crk	FBgn0024811	mbc	FBgn0015513	enhanceable	FBrf0202723
S	FBgn0003310	Ras85D	FBgn0003205	enhanceable	FBrf0167499
Lsd-1	FBgn0039114	Lsd-1::Lsd-2	FBgn0265395	suppressible	FBrf0219622
lola|psq|Delta	FBgn0283521|FBgn0263102|FBgn0000463	HINT1	FBgn0031459	enhanceable	FBrf0241681
dlg1	FBgn0001624	Ras85D	FBgn0003205	suppressible	FBrf0224358
N	FBgn0004647	anon-XXIV	FBgn0019844	enhanceable	FBrf0090844
Tom40	FBgn0016041	Pink1	FBgn0029891	suppressible	FBrf0239838
ena	FBgn0000578	chic	FBgn0000308	suppressible	FBrf0245184
ato	FBgn0010433	amos	FBgn0003270	suppressible	FBrf0126761
COX5A	FBgn0019624	Prosβ6	FBgn0002284	suppressible	FBrf0210063
slbo	FBgn0005638	Stat92E	FBgn0016917	suppressible	FBrf0144984
svp	FBgn0003651	rl	FBgn0003256	enhanceable	FBrf0076133
N	FBgn0004647	Past1	FBgn0016693	enhanceable	FBrf0206784
Antp	FBgn0260642	ey	FBgn0005558	suppressible	FBrf0134592
dgo	FBgn0086898	Mlp84B	FBgn0014863	enhanceable	FBrf0218210
Atg1	FBgn0260945	S6k	FBgn0283472	suppressible	FBrf0201708
btl::Egfr	FBgn0022739	CG1090	FBgn0037238	enhanceable	FBrf0187664
sli	FBgn0264089	robo1	FBgn0005631	enhanceable	FBrf0234009
sicily	FBgn0030352	Bsg	FBgn0261822	suppressible	FBrf0237138
ct	FBgn0004198	osa	FBgn0261885	suppressible	FBrf0187644
para	FBgn0285944	Rab30	FBgn0031882	suppressible	FBrf0230139
Rac1	FBgn0010333	Mbs	FBgn0005536	enhanceable	FBrf0155719
Marf	FBgn0029870	Sod1	FBgn0003462	suppressible	FBrf0212708
Pink1	FBgn0029891	Tom20	FBgn0036928	enhanceable	FBrf0229600
ms(3)HO5A	FBgn0004664	su(msm1)	FBgn0005356	suppressible	FBrf0035267
l(2)gd1	FBgn0261983	Vha68-1	FBgn0265262	suppressible	FBrf0221154
Pdfr	FBgn0260753	Nf1	FBgn0015269	suppressible	FBrf0238480
slmb	FBgn0283468	smo	FBgn0003444	suppressible	FBrf0104785
synr	FBgn0031650	bsk	FBgn0000229	suppressible	FBrf0258665
amos	FBgn0003270	E(spl)m8-HLH	FBgn0000591	suppressible	FBrf0158981
Fab-8	FBgn0024355	Cp190	FBgn0000283	suppressible	FBrf0200449
Nrx-1	FBgn0038975	Nlg2	FBgn0031866	enhanceable	FBrf0212770
arm	FBgn0000117	pan	FBgn0085432	suppressible	FBrf0134599
Sarm	FBgn0262579	Wnk	FBgn0037098	suppressible	FBrf0251271
mxc	FBgn0260789	Mmp2	FBgn0033438	suppressible	FBrf0257734
y|sc	FBgn0004034|FBgn0004170	e(y)2	FBgn0000618	suppressible	FBrf0091060
S	FBgn0003310	ml	FBgn0002771	enhanceable	FBrf0001412
Rac1	FBgn0010333	alph	FBgn0086361	suppressible	FBrf0206846
ND-42	FBgn0019957	Sod2	FBgn0010213	enhanceable	FBrf0229860
tld	FBgn0003719	sog	FBgn0003463	suppressible	FBrf0055881
N	FBgn0004647	Abl	FBgn0000017	enhanceable	FBrf0159717
tefu	FBgn0045035	mei-41	FBgn0004367	enhanceable	FBrf0191425
